db,con,file,con_description,filename_deg,filename_ref,source,lang,votes,mos,noi,col,dis,loud,noi_std,col_std,dis_std,loud_std,mos_std,filepath_deg,filepath_ref
NISQA_TRAIN_SIM,1265.0,1265.0,simulated,c01265_4_1101_2_7_001-ch6-speaker_seg35.wav,4_1101_2_7_001-ch6-speaker_seg35.wav,AusTalk,en,5.0,3.2,3.36453672,2.77479048,2.4498636,3.7389482,1.34002907312703,1.16702929448898,1.05637613684656,0.967895926136628,0.8366600265340759,NISQA_TRAIN_SIM/deg/c01265_4_1101_2_7_001-ch6-speaker_seg35.wav,NISQA_TRAIN_SIM/ref/4_1101_2_7_001-ch6-speaker_seg35.wav
NISQA_TRAIN_SIM,1266.0,1266.0,simulated,c01266_4_161_2_7_001-ch6-speaker_seg23.wav,4_161_2_7_001-ch6-speaker_seg23.wav,AusTalk,en,5.0,2.2,2.55369324,2.89097028,1.87057876,3.24366164,0.386185451100515,0.9174851191100992,0.523297108016094,1.14651436761028,0.8366600265340759,NISQA_TRAIN_SIM/deg/c01266_4_161_2_7_001-ch6-speaker_seg23.wav,NISQA_TRAIN_SIM/ref/4_161_2_7_001-ch6-speaker_seg23.wav
NISQA_TRAIN_SIM,1267.0,1267.0,simulated,c01267_3_423_2_7_001-ch6-speaker_seg134.wav,3_423_2_7_001-ch6-speaker_seg134.wav,AusTalk,en,5.0,2.4,3.5103168,3.02630608,3.23657604,2.9937518,0.8827448986184971,0.734159559734839,1.13456195760673,0.973398181284042,0.547722557505166,NISQA_TRAIN_SIM/deg/c01267_3_423_2_7_001-ch6-speaker_seg134.wav,NISQA_TRAIN_SIM/ref/3_423_2_7_001-ch6-speaker_seg134.wav
NISQA_TRAIN_SIM,1268.0,1268.0,simulated,c01268_book_08361_chp_0024_reader_00319_0_seg.wav,book_08361_chp_0024_reader_00319_0_seg.wav,DNS,en,5.0,2.6,4.01088316,2.72519884,1.9131494,3.51986396,0.702398679980272,1.24161172216252,0.7705672441662959,0.7421072361537709,0.8944271909999159,NISQA_TRAIN_SIM/deg/c01268_book_08361_chp_0024_reader_00319_0_seg.wav,NISQA_TRAIN_SIM/ref/book_08361_chp_0024_reader_00319_0_seg.wav
NISQA_TRAIN_SIM,1269.0,1269.0,simulated,c01269_2_1_2_7_001-ch6-speaker_seg78.wav,2_1_2_7_001-ch6-speaker_seg78.wav,AusTalk,en,4.0,2.25,2.6507767,3.3880209000000003,2.28172625,2.8229626,1.29751198364481,0.529079643302632,1.23865768116951,1.1396230774537,0.5,NISQA_TRAIN_SIM/deg/c01269_2_1_2_7_001-ch6-speaker_seg78.wav,NISQA_TRAIN_SIM/ref/2_1_2_7_001-ch6-speaker_seg78.wav
NISQA_TRAIN_SIM,1270.0,1270.0,simulated,c01270_book_08158_chp_0006_reader_04369_26_seg.wav,book_08158_chp_0006_reader_04369_26_seg.wav,DNS,en,5.0,1.4,3.77257748,2.31494788,1.54688564,2.57209984,0.7747166072387579,1.1853956107434098,0.35249129971111104,1.08999713079416,0.547722557505166,NISQA_TRAIN_SIM/deg/c01270_book_08158_chp_0006_reader_04369_26_seg.wav,NISQA_TRAIN_SIM/ref/book_08158_chp_0006_reader_04369_26_seg.wav
NISQA_TRAIN_SIM,1271.0,1271.0,simulated,c01271_wem_06136_00951894369_seg.wav,wem_06136_00951894369_seg.wav,UKIRE,en,5.0,3.2,4.34621584,2.6290364,3.83780224,3.46203164,0.5066670371504821,1.20863026298625,1.1578745707116205,1.21835064248076,0.8366600265340759,NISQA_TRAIN_SIM/deg/c01271_wem_06136_00951894369_seg.wav,NISQA_TRAIN_SIM/ref/wem_06136_00951894369_seg.wav
NISQA_TRAIN_SIM,1272.0,1272.0,simulated,c01272_book_03063_chp_0018_reader_07471_8_seg.wav,book_03063_chp_0018_reader_07471_8_seg.wav,DNS,en,4.0,3.25,3.69324015,1.99688165,2.74805585,3.41927345,0.639022117455922,0.696239946306949,0.0858226501347014,0.86839231008971,0.5,NISQA_TRAIN_SIM/deg/c01272_book_03063_chp_0018_reader_07471_8_seg.wav,NISQA_TRAIN_SIM/ref/book_03063_chp_0018_reader_07471_8_seg.wav
NISQA_TRAIN_SIM,1273.0,1273.0,simulated,c01273_1_646_2_7_001-ch6-speaker_seg45.wav,1_646_2_7_001-ch6-speaker_seg45.wav,AusTalk,en,5.0,3.6,3.57326024,3.8131154,4.03897776,4.295036,1.15536251863766,1.21234101388517,1.25008812475117,0.547100248833447,0.547722557505166,NISQA_TRAIN_SIM/deg/c01273_1_646_2_7_001-ch6-speaker_seg45.wav,NISQA_TRAIN_SIM/ref/1_646_2_7_001-ch6-speaker_seg45.wav
NISQA_TRAIN_SIM,1274.0,1274.0,simulated,c01274_1_996_2_7_001-ch6-speaker_seg118.wav,1_996_2_7_001-ch6-speaker_seg118.wav,AusTalk,en,9.0,2.1111111111111103,2.36552682222222,2.6244006222222205,1.91400775555556,3.08042344444444,0.99071249169722,0.911880414239046,0.560738478674496,1.0437671455413,0.781735959970572,NISQA_TRAIN_SIM/deg/c01274_1_996_2_7_001-ch6-speaker_seg118.wav,NISQA_TRAIN_SIM/ref/1_996_2_7_001-ch6-speaker_seg118.wav
NISQA_TRAIN_SIM,1275.0,1275.0,simulated,c01275_book_07459_chp_0019_reader_08953_21_seg.wav,book_07459_chp_0019_reader_08953_21_seg.wav,DNS,en,5.0,2.6,3.4219028,2.40967556,2.0880124,3.0515962000000005,0.838986615210076,1.25669569018512,0.7035057643707969,0.992549817614673,1.14017542509914,NISQA_TRAIN_SIM/deg/c01275_book_07459_chp_0019_reader_08953_21_seg.wav,NISQA_TRAIN_SIM/ref/book_07459_chp_0019_reader_08953_21_seg.wav
NISQA_TRAIN_SIM,1276.0,1276.0,simulated,c01276_2_1306_2_7_001-ch6-speaker_seg45.wav,2_1306_2_7_001-ch6-speaker_seg45.wav,AusTalk,en,6.0,2.5,3.4098913333333303,2.4793017666666697,2.52112546666667,3.64328596666667,1.03983231518108,0.651535414733798,0.8097392484440671,0.87531780552559,0.547722557505166,NISQA_TRAIN_SIM/deg/c01276_2_1306_2_7_001-ch6-speaker_seg45.wav,NISQA_TRAIN_SIM/ref/2_1306_2_7_001-ch6-speaker_seg45.wav
NISQA_TRAIN_SIM,1277.0,1277.0,simulated,c01277_2_393_2_7_001-ch6-speaker_seg98.wav,2_393_2_7_001-ch6-speaker_seg98.wav,AusTalk,en,5.0,1.8,2.09611724,1.75153604,1.74322936,2.8673002,0.510378352863528,0.323667636209288,0.385264314538199,1.41398198022307,0.8366600265340759,NISQA_TRAIN_SIM/deg/c01277_2_393_2_7_001-ch6-speaker_seg98.wav,NISQA_TRAIN_SIM/ref/2_393_2_7_001-ch6-speaker_seg98.wav
NISQA_TRAIN_SIM,1278.0,1278.0,simulated,c01278_3_868_2_7_001-ch6-speaker_seg21.wav,3_868_2_7_001-ch6-speaker_seg21.wav,AusTalk,en,5.0,3.0,2.92348016,3.73092456,2.43843024,3.71548492,0.706254128314269,0.954878025305236,1.1081464332458202,1.11171230618433,0.707106781186548,NISQA_TRAIN_SIM/deg/c01278_3_868_2_7_001-ch6-speaker_seg21.wav,NISQA_TRAIN_SIM/ref/3_868_2_7_001-ch6-speaker_seg21.wav
NISQA_TRAIN_SIM,1279.0,1279.0,simulated,c01279_tsp_2_FH_30.wav,tsp_2_FH_30.wav,TSP,en,5.0,3.4,4.46606532,3.4320732000000005,3.49652948,4.25004536,0.4226487468074551,1.35891047302403,1.50249956070364,1.01062020323033,1.67332005306815,NISQA_TRAIN_SIM/deg/c01279_tsp_2_FH_30.wav,NISQA_TRAIN_SIM/ref/tsp_2_FH_30.wav
NISQA_TRAIN_SIM,1280.0,1280.0,simulated,c01280_2_462_2_7_001-ch6-speaker_seg65.wav,2_462_2_7_001-ch6-speaker_seg65.wav,AusTalk,en,5.0,1.6,2.74859496,2.301693,1.4204452,3.2950522000000007,1.05969479295818,1.27392266432714,0.237750948028015,1.06787435934576,0.547722557505166,NISQA_TRAIN_SIM/deg/c01280_2_462_2_7_001-ch6-speaker_seg65.wav,NISQA_TRAIN_SIM/ref/2_462_2_7_001-ch6-speaker_seg65.wav
NISQA_TRAIN_SIM,1281.0,1281.0,simulated,c01281_book_06909_chp_0010_reader_01355_19_seg.wav,book_06909_chp_0010_reader_01355_19_seg.wav,DNS,en,5.0,2.4,3.02720096,2.02699848,2.09870712,2.64076832,1.12528647868446,0.575773566761754,0.925985809067381,1.2135010417696002,0.8944271909999159,NISQA_TRAIN_SIM/deg/c01281_book_06909_chp_0010_reader_01355_19_seg.wav,NISQA_TRAIN_SIM/ref/book_06909_chp_0010_reader_01355_19_seg.wav
NISQA_TRAIN_SIM,1282.0,1282.0,simulated,c01282_4_771_2_7_001-ch6-speaker_seg86.wav,4_771_2_7_001-ch6-speaker_seg86.wav,AusTalk,en,5.0,1.8,3.11897468,2.32906356,1.79552752,3.45142864,0.856696552957797,0.638917391171541,0.315090989740634,0.9936660196482048,0.8366600265340759,NISQA_TRAIN_SIM/deg/c01282_4_771_2_7_001-ch6-speaker_seg86.wav,NISQA_TRAIN_SIM/ref/4_771_2_7_001-ch6-speaker_seg86.wav
NISQA_TRAIN_SIM,1283.0,1283.0,simulated,c01283_book_11301_chp_0021_reader_06677_27_seg.wav,book_11301_chp_0021_reader_06677_27_seg.wav,DNS,en,5.0,1.8,4.01079664,2.45112804,1.84714712,2.85478892,0.854883360364984,1.52116945869165,1.08904177382593,1.25804425754575,1.30384048104053,NISQA_TRAIN_SIM/deg/c01283_book_11301_chp_0021_reader_06677_27_seg.wav,NISQA_TRAIN_SIM/ref/book_11301_chp_0021_reader_06677_27_seg.wav
NISQA_TRAIN_SIM,1284.0,1284.0,simulated,c01284_book_02236_chp_0014_reader_02068_3_seg.wav,book_02236_chp_0014_reader_02068_3_seg.wav,DNS,en,5.0,1.6,3.62126564,2.0528992,1.56889032,3.29744204,1.16149628395673,0.7840198337712759,0.308986624655004,1.7390070168393,0.547722557505166,NISQA_TRAIN_SIM/deg/c01284_book_02236_chp_0014_reader_02068_3_seg.wav,NISQA_TRAIN_SIM/ref/book_02236_chp_0014_reader_02068_3_seg.wav
NISQA_TRAIN_SIM,1285.0,1285.0,simulated,c01285_book_05158_chp_0015_reader_11071_15_seg.wav,book_05158_chp_0015_reader_11071_15_seg.wav,DNS,en,5.0,3.2,4.11070864,2.88430144,2.44116232,3.75381792,0.672290925784357,0.852289693502372,0.548968867798122,0.7534991453405849,0.4472135954999579,NISQA_TRAIN_SIM/deg/c01285_book_05158_chp_0015_reader_11071_15_seg.wav,NISQA_TRAIN_SIM/ref/book_05158_chp_0015_reader_11071_15_seg.wav
NISQA_TRAIN_SIM,1286.0,1286.0,simulated,c01286_1_196_2_7_001-ch6-speaker_seg83.wav,1_196_2_7_001-ch6-speaker_seg83.wav,AusTalk,en,5.0,3.0,3.89544044,3.30702764,3.015308,3.56244532,1.0996664265223002,1.4934629788983202,1.28976682404169,1.31994635116898,1.58113883008419,NISQA_TRAIN_SIM/deg/c01286_1_196_2_7_001-ch6-speaker_seg83.wav,NISQA_TRAIN_SIM/ref/1_196_2_7_001-ch6-speaker_seg83.wav
NISQA_TRAIN_SIM,1287.0,1287.0,simulated,c01287_book_09628_chp_0019_reader_10485_1_seg.wav,book_09628_chp_0019_reader_10485_1_seg.wav,DNS,en,5.0,3.6,4.22579504,3.12592104,3.42747972,4.20633084,0.3845151693048121,0.8654727221440709,1.0264728755311898,0.700366554162838,0.8944271909999159,NISQA_TRAIN_SIM/deg/c01287_book_09628_chp_0019_reader_10485_1_seg.wav,NISQA_TRAIN_SIM/ref/book_09628_chp_0019_reader_10485_1_seg.wav
NISQA_TRAIN_SIM,1288.0,1288.0,simulated,c01288_3_726_2_7_001-ch6-speaker_seg63.wav,3_726_2_7_001-ch6-speaker_seg63.wav,AusTalk,en,5.0,2.0,2.53369472,2.21748104,2.20413916,2.1785382,1.31656875443831,0.549555626189404,1.50859987015309,0.699989879660942,1.22474487139159,NISQA_TRAIN_SIM/deg/c01288_3_726_2_7_001-ch6-speaker_seg63.wav,NISQA_TRAIN_SIM/ref/3_726_2_7_001-ch6-speaker_seg63.wav
NISQA_TRAIN_SIM,1289.0,1289.0,simulated,c01289_1_880_2_7_001-ch6-speaker_seg30.wav,1_880_2_7_001-ch6-speaker_seg30.wav,AusTalk,en,5.0,3.2,3.60495204,3.1022836,3.29092304,4.14307724,1.05658382039239,0.7291820760423421,1.0349923536917902,0.469358772678393,0.8366600265340759,NISQA_TRAIN_SIM/deg/c01289_1_880_2_7_001-ch6-speaker_seg30.wav,NISQA_TRAIN_SIM/ref/1_880_2_7_001-ch6-speaker_seg30.wav
NISQA_TRAIN_SIM,1290.0,1290.0,simulated,c01290_som_08886_01313918672_seg.wav,som_08886_01313918672_seg.wav,UKIRE,en,5.0,2.2,4.59949364,2.34837852,2.15267904,3.7789176,0.154852621253138,0.7015038920034531,1.4112609948633998,0.891889403200015,0.4472135954999579,NISQA_TRAIN_SIM/deg/c01290_som_08886_01313918672_seg.wav,NISQA_TRAIN_SIM/ref/som_08886_01313918672_seg.wav
NISQA_TRAIN_SIM,1291.0,1291.0,simulated,c01291_som_07060_01610929699_seg.wav,som_07060_01610929699_seg.wav,UKIRE,en,5.0,1.6,3.68615476,2.29701344,1.43429748,2.96799884,0.7440711052006851,0.870625098679499,0.362181426430556,1.15505349855017,0.547722557505166,NISQA_TRAIN_SIM/deg/c01291_som_07060_01610929699_seg.wav,NISQA_TRAIN_SIM/ref/som_07060_01610929699_seg.wav
NISQA_TRAIN_SIM,1292.0,1292.0,simulated,c01292_nom_05223_00143585270_seg.wav,nom_05223_00143585270_seg.wav,UKIRE,en,5.0,2.2,3.58480796,2.79117292,1.54486204,3.94989748,0.8282655061072671,1.04663392117935,0.41722747664659904,0.625494840091725,1.09544511501033,NISQA_TRAIN_SIM/deg/c01292_nom_05223_00143585270_seg.wav,NISQA_TRAIN_SIM/ref/nom_05223_00143585270_seg.wav
NISQA_TRAIN_SIM,1293.0,1293.0,simulated,c01293_3_378_2_7_001-ch6-speaker_seg34.wav,3_378_2_7_001-ch6-speaker_seg34.wav,AusTalk,en,5.0,1.8,3.28070592,2.588059,1.67473744,3.02622848,0.96653753018454,1.09119228212947,0.431004937831468,1.21611654813898,0.4472135954999579,NISQA_TRAIN_SIM/deg/c01293_3_378_2_7_001-ch6-speaker_seg34.wav,NISQA_TRAIN_SIM/ref/3_378_2_7_001-ch6-speaker_seg34.wav
NISQA_TRAIN_SIM,1294.0,1294.0,simulated,c01294_book_05255_chp_0008_reader_00003_8_seg.wav,book_05255_chp_0008_reader_00003_8_seg.wav,DNS,en,4.0,4.75,4.5524803,4.4305115,4.6297621,4.27388655,0.4150042312680201,0.383231924021803,0.270826522518235,0.708834358866167,0.5,NISQA_TRAIN_SIM/deg/c01294_book_05255_chp_0008_reader_00003_8_seg.wav,NISQA_TRAIN_SIM/ref/book_05255_chp_0008_reader_00003_8_seg.wav
NISQA_TRAIN_SIM,1295.0,1295.0,simulated,c01295_book_00134_chp_0009_reader_08281_4_seg.wav,book_00134_chp_0009_reader_08281_4_seg.wav,DNS,en,5.0,3.6,4.12134992,3.56671892,3.21567256,3.66807368,1.03874239228627,1.2292605483761398,1.31714147188473,0.817185875858615,1.34164078649987,NISQA_TRAIN_SIM/deg/c01295_book_00134_chp_0009_reader_08281_4_seg.wav,NISQA_TRAIN_SIM/ref/book_00134_chp_0009_reader_08281_4_seg.wav
NISQA_TRAIN_SIM,1296.0,1296.0,simulated,c01296_1_1_2_7_001-ch6-speaker_seg53.wav,1_1_2_7_001-ch6-speaker_seg53.wav,AusTalk,en,5.0,2.4,2.88975968,2.3870718,2.51562132,3.19041332,1.15072786383348,0.483639365615228,0.6737124511078539,0.943332601813344,1.14017542509914,NISQA_TRAIN_SIM/deg/c01296_1_1_2_7_001-ch6-speaker_seg53.wav,NISQA_TRAIN_SIM/ref/1_1_2_7_001-ch6-speaker_seg53.wav
NISQA_TRAIN_SIM,1297.0,1297.0,simulated,c01297_4_1257_2_7_001-ch6-speaker_seg100.wav,4_1257_2_7_001-ch6-speaker_seg100.wav,AusTalk,en,5.0,3.4,2.89012536,3.39529244,4.1568144,4.07844208,0.710376381552222,1.3338349847875,0.4682758004766,0.3738411206919221,0.8944271909999159,NISQA_TRAIN_SIM/deg/c01297_4_1257_2_7_001-ch6-speaker_seg100.wav,NISQA_TRAIN_SIM/ref/4_1257_2_7_001-ch6-speaker_seg100.wav
NISQA_TRAIN_SIM,1298.0,1298.0,simulated,c01298_book_01187_chp_0019_reader_01929_2_seg.wav,book_01187_chp_0019_reader_01929_2_seg.wav,DNS,en,5.0,3.6,4.51837872,3.49514244,3.54702636,3.96195564,0.370369171182959,1.57662214750919,1.43271613482052,1.33696496665997,1.51657508881031,NISQA_TRAIN_SIM/deg/c01298_book_01187_chp_0019_reader_01929_2_seg.wav,NISQA_TRAIN_SIM/ref/book_01187_chp_0019_reader_01929_2_seg.wav
NISQA_TRAIN_SIM,1299.0,1299.0,simulated,c01299_sof_00295_00072481666_seg.wav,sof_00295_00072481666_seg.wav,UKIRE,en,5.0,2.2,3.9438024,2.28887604,2.0273646,3.05324628,0.9509844945577608,0.4934381409244401,0.428484973626894,1.2579879035007,0.4472135954999579,NISQA_TRAIN_SIM/deg/c01299_sof_00295_00072481666_seg.wav,NISQA_TRAIN_SIM/ref/sof_00295_00072481666_seg.wav
NISQA_TRAIN_SIM,1300.0,1300.0,simulated,c01300_3_550_2_7_001-ch6-speaker_seg130.wav,3_550_2_7_001-ch6-speaker_seg130.wav,AusTalk,en,5.0,1.4,1.89466768,1.8192786,1.57618616,3.06552768,0.622906135916762,0.483964380166516,0.511792152196991,0.51866029337636,0.547722557505166,NISQA_TRAIN_SIM/deg/c01300_3_550_2_7_001-ch6-speaker_seg130.wav,NISQA_TRAIN_SIM/ref/3_550_2_7_001-ch6-speaker_seg130.wav
NISQA_TRAIN_SIM,1301.0,1301.0,simulated,c01301_4_121_2_7_001-ch6-speaker_seg84.wav,4_121_2_7_001-ch6-speaker_seg84.wav,AusTalk,en,5.0,2.4,3.50908688,2.556035,1.99569296,3.61988924,1.00253708532378,1.21418709590331,1.01911338172613,1.3024183718569098,0.8944271909999159,NISQA_TRAIN_SIM/deg/c01301_4_121_2_7_001-ch6-speaker_seg84.wav,NISQA_TRAIN_SIM/ref/4_121_2_7_001-ch6-speaker_seg84.wav
NISQA_TRAIN_SIM,1302.0,1302.0,simulated,c01302_nof_02484_00652588998_seg.wav,nof_02484_00652588998_seg.wav,UKIRE,en,5.0,1.8,4.21907792,2.22458448,1.29159344,3.12051952,0.711795073304805,1.40197850532859,0.184025154805228,1.4778085321803898,0.8366600265340759,NISQA_TRAIN_SIM/deg/c01302_nof_02484_00652588998_seg.wav,NISQA_TRAIN_SIM/ref/nof_02484_00652588998_seg.wav
NISQA_TRAIN_SIM,1303.0,1303.0,simulated,c01303_3_775_2_7_001-ch6-speaker_seg1.wav,3_775_2_7_001-ch6-speaker_seg1.wav,AusTalk,en,5.0,2.0,2.96221984,2.7693696,2.1147088,2.70849204,0.54678186477213,0.764450102075904,0.928907428250609,0.7718081207901021,1.0,NISQA_TRAIN_SIM/deg/c01303_3_775_2_7_001-ch6-speaker_seg1.wav,NISQA_TRAIN_SIM/ref/3_775_2_7_001-ch6-speaker_seg1.wav
NISQA_TRAIN_SIM,1304.0,1304.0,simulated,c01304_1_665_2_7_001-ch6-speaker_seg61.wav,1_665_2_7_001-ch6-speaker_seg61.wav,AusTalk,en,5.0,2.4,3.89484336,2.593521,1.6231718000000002,3.105044,0.954760022794078,1.42083016846858,0.377884577707056,0.779680155128922,0.8944271909999159,NISQA_TRAIN_SIM/deg/c01304_1_665_2_7_001-ch6-speaker_seg61.wav,NISQA_TRAIN_SIM/ref/1_665_2_7_001-ch6-speaker_seg61.wav
NISQA_TRAIN_SIM,1305.0,1305.0,simulated,c01305_wef_09334_02032343252_seg.wav,wef_09334_02032343252_seg.wav,UKIRE,en,5.0,1.6,2.92688492,2.25687896,1.64250956,2.41327456,0.838549705466666,1.1303009201769,0.35202112314565503,0.715082429804766,0.547722557505166,NISQA_TRAIN_SIM/deg/c01305_wef_09334_02032343252_seg.wav,NISQA_TRAIN_SIM/ref/wef_09334_02032343252_seg.wav
NISQA_TRAIN_SIM,1306.0,1306.0,simulated,c01306_book_09479_chp_0011_reader_00175_50_seg.wav,book_09479_chp_0011_reader_00175_50_seg.wav,DNS,en,9.0,1.44444444444444,3.52100786666667,2.58699308888889,1.40337113333333,3.1909132222222203,1.36767353490569,1.3072917151506498,0.22932422105301,1.23306161289767,0.52704627669473,NISQA_TRAIN_SIM/deg/c01306_book_09479_chp_0011_reader_00175_50_seg.wav,NISQA_TRAIN_SIM/ref/book_09479_chp_0011_reader_00175_50_seg.wav
NISQA_TRAIN_SIM,1307.0,1307.0,simulated,c01307_book_04283_chp_0028_reader_09698_3_seg.wav,book_04283_chp_0028_reader_09698_3_seg.wav,DNS,en,5.0,3.6,3.50055188,3.12318276,3.55991188,3.40243268,1.0332951980785698,0.8156503193929658,1.03802726427165,1.21181945690166,0.8944271909999159,NISQA_TRAIN_SIM/deg/c01307_book_04283_chp_0028_reader_09698_3_seg.wav,NISQA_TRAIN_SIM/ref/book_04283_chp_0028_reader_09698_3_seg.wav
NISQA_TRAIN_SIM,1308.0,1308.0,simulated,c01308_tsp_2_FL_01.wav,tsp_2_FL_01.wav,TSP,en,5.0,3.6,4.52782104,3.80069564,3.62469244,4.4643576,0.268700883973291,1.00504052792815,1.2800919508696298,0.19401794631615896,1.51657508881031,NISQA_TRAIN_SIM/deg/c01308_tsp_2_FL_01.wav,NISQA_TRAIN_SIM/ref/tsp_2_FL_01.wav
NISQA_TRAIN_SIM,1309.0,1309.0,simulated,c01309_1_1297_2_7_001-ch6-speaker_seg62.wav,1_1297_2_7_001-ch6-speaker_seg62.wav,AusTalk,en,5.0,3.6,4.131036,4.010756,2.96540608,4.13910644,0.8235630668886508,0.928900845461226,1.41440657550266,0.963273594237654,0.8944271909999159,NISQA_TRAIN_SIM/deg/c01309_1_1297_2_7_001-ch6-speaker_seg62.wav,NISQA_TRAIN_SIM/ref/1_1297_2_7_001-ch6-speaker_seg62.wav
NISQA_TRAIN_SIM,1310.0,1310.0,simulated,c01310_book_06144_chp_0028_reader_09094_39_seg.wav,book_06144_chp_0028_reader_09094_39_seg.wav,DNS,en,4.0,2.25,3.26717425,2.20425305,2.2058568,3.86771245,1.27594017703481,0.582581453837713,1.07152629153118,1.3009152765463,0.5,NISQA_TRAIN_SIM/deg/c01310_book_06144_chp_0028_reader_09094_39_seg.wav,NISQA_TRAIN_SIM/ref/book_06144_chp_0028_reader_09094_39_seg.wav
NISQA_TRAIN_SIM,1311.0,1311.0,simulated,c01311_2_1127_2_7_001-ch6-speaker_seg58.wav,2_1127_2_7_001-ch6-speaker_seg58.wav,AusTalk,en,5.0,3.4,4.20498532,4.26113552,3.88727056,3.9622478,1.34859671442008,0.8148945572089019,0.9657686767295302,0.991698598522787,0.547722557505166,NISQA_TRAIN_SIM/deg/c01311_2_1127_2_7_001-ch6-speaker_seg58.wav,NISQA_TRAIN_SIM/ref/2_1127_2_7_001-ch6-speaker_seg58.wav
NISQA_TRAIN_SIM,1312.0,1312.0,simulated,c01312_1_1021_2_7_001-ch6-speaker_seg68.wav,1_1021_2_7_001-ch6-speaker_seg68.wav,AusTalk,en,5.0,3.0,3.80009436,3.71298508,3.15709544,3.5323800000000003,1.08753135295229,1.0813921446196602,1.04516520077437,0.922041553083775,1.22474487139159,NISQA_TRAIN_SIM/deg/c01312_1_1021_2_7_001-ch6-speaker_seg68.wav,NISQA_TRAIN_SIM/ref/1_1021_2_7_001-ch6-speaker_seg68.wav
NISQA_TRAIN_SIM,1313.0,1313.0,simulated,c01313_book_06009_chp_0021_reader_06227_18_seg.wav,book_06009_chp_0021_reader_06227_18_seg.wav,DNS,en,5.0,2.8,3.9618194,2.81325236,2.90464656,3.6144472,0.9453544822249268,1.6223290950296598,1.59699831269575,0.882509283053453,1.6431676725155,NISQA_TRAIN_SIM/deg/c01313_book_06009_chp_0021_reader_06227_18_seg.wav,NISQA_TRAIN_SIM/ref/book_06009_chp_0021_reader_06227_18_seg.wav
NISQA_TRAIN_SIM,1314.0,1314.0,simulated,c01314_sof_07973_01841904770_seg.wav,sof_07973_01841904770_seg.wav,UKIRE,en,5.0,1.8,3.1591044,2.69882492,1.4663906,2.92906424,1.37447926421704,1.19170274037815,0.44843957495366105,1.59188533790153,0.4472135954999579,NISQA_TRAIN_SIM/deg/c01314_sof_07973_01841904770_seg.wav,NISQA_TRAIN_SIM/ref/sof_07973_01841904770_seg.wav
NISQA_TRAIN_SIM,1315.0,1315.0,simulated,c01315_4_1363_2_7_001-ch6-speaker_seg21.wav,4_1363_2_7_001-ch6-speaker_seg21.wav,AusTalk,en,5.0,2.6,3.6907226,2.51584544,2.75815076,3.32019472,0.9862280081973128,1.14908191413444,0.9228176667140848,1.20648389798463,0.8944271909999159,NISQA_TRAIN_SIM/deg/c01315_4_1363_2_7_001-ch6-speaker_seg21.wav,NISQA_TRAIN_SIM/ref/4_1363_2_7_001-ch6-speaker_seg21.wav
NISQA_TRAIN_SIM,1316.0,1316.0,simulated,c01316_book_08158_chp_0010_reader_04257_22_seg.wav,book_08158_chp_0010_reader_04257_22_seg.wav,DNS,en,5.0,1.8,4.1980856,2.18465804,2.133075,3.3409434,0.887045967218847,1.02581339517146,1.06459241936762,1.37552955986604,1.09544511501033,NISQA_TRAIN_SIM/deg/c01316_book_08158_chp_0010_reader_04257_22_seg.wav,NISQA_TRAIN_SIM/ref/book_08158_chp_0010_reader_04257_22_seg.wav
NISQA_TRAIN_SIM,1317.0,1317.0,simulated,c01317_2_483_2_7_001-ch6-speaker_seg74.wav,2_483_2_7_001-ch6-speaker_seg74.wav,AusTalk,en,5.0,2.0,2.92723424,2.31128636,1.64809452,3.1986354,0.9932477952962828,1.3185620943631,0.760420422529637,1.4484075471258602,0.0,NISQA_TRAIN_SIM/deg/c01317_2_483_2_7_001-ch6-speaker_seg74.wav,NISQA_TRAIN_SIM/ref/2_483_2_7_001-ch6-speaker_seg74.wav
NISQA_TRAIN_SIM,1318.0,1318.0,simulated,c01318_3_258_2_7_001-ch6-speaker_seg38.wav,3_258_2_7_001-ch6-speaker_seg38.wav,AusTalk,en,5.0,1.8,3.4918044000000004,2.363289,2.10744536,3.045658,0.777584241646383,0.559144921256699,1.20963964532558,0.815338226912084,0.4472135954999579,NISQA_TRAIN_SIM/deg/c01318_3_258_2_7_001-ch6-speaker_seg38.wav,NISQA_TRAIN_SIM/ref/3_258_2_7_001-ch6-speaker_seg38.wav
NISQA_TRAIN_SIM,1319.0,1319.0,simulated,c01319_3_238_2_7_001-ch6-speaker_seg51.wav,3_238_2_7_001-ch6-speaker_seg51.wav,AusTalk,en,4.0,2.75,3.70147585,2.95735565,2.6055849,3.6444256,1.01818112379726,1.17107756545352,0.94026517907686,0.873707064241557,0.957427107756338,NISQA_TRAIN_SIM/deg/c01319_3_238_2_7_001-ch6-speaker_seg51.wav,NISQA_TRAIN_SIM/ref/3_238_2_7_001-ch6-speaker_seg51.wav
NISQA_TRAIN_SIM,1320.0,1320.0,simulated,c01320_book_00398_chp_0022_reader_09747_36_seg.wav,book_00398_chp_0022_reader_09747_36_seg.wav,DNS,en,5.0,2.2,4.50019708,2.44349312,1.48829248,3.5720078,0.38280803581943296,1.0576782390361898,0.422473485446332,1.26027359577528,0.4472135954999579,NISQA_TRAIN_SIM/deg/c01320_book_00398_chp_0022_reader_09747_36_seg.wav,NISQA_TRAIN_SIM/ref/book_00398_chp_0022_reader_09747_36_seg.wav
