filepath,condition,mos,dataset,split
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_00816_chp_0005_reader_10609_2_seg_live_phone_56.wav,VoIP-landline to mobile,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_00816_chp_0005_reader_10609_2_seg_live_skype_56.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_00927_chp_0017_reader_08172_6_seg_live_phone_57.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_00927_chp_0017_reader_08172_6_seg_live_skype_57.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_00932_chp_0014_reader_11056_0_seg_live_phone_58.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_00932_chp_0014_reader_11056_0_seg_live_skype_58.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_00948_chp_0076_reader_08219_0_seg_live_phone_59.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_00948_chp_0076_reader_08219_0_seg_live_skype_59.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_00948_chp_0076_reader_08219_13_seg_live_phone_60.wav,VoIP-landline to mobile,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_00948_chp_0076_reader_08219_13_seg_live_skype_60.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_00963_chp_0011_reader_00886_60_seg_live_phone_61.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_00963_chp_0011_reader_00886_60_seg_live_skype_61.wav,Skype,2.1666666666666696,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_00966_chp_0015_reader_02780_22_seg_live_phone_62.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_00966_chp_0015_reader_02780_22_seg_live_skype_62.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01004_chp_0157_reader_06725_9_seg_live_phone_63.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01004_chp_0157_reader_06725_9_seg_live_skype_63.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01097_chp_0022_reader_10826_3_seg_live_phone_64.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01097_chp_0022_reader_10826_3_seg_live_skype_64.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01106_chp_0002_reader_09230_7_seg_live_phone_65.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01106_chp_0002_reader_09230_7_seg_live_skype_65.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01138_chp_0017_reader_09798_8_seg_live_phone_66.wav,VoIP-landline to mobile,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01138_chp_0017_reader_09798_8_seg_live_skype_66.wav,Skype,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01168_chp_0044_reader_02364_8_seg_live_phone_67.wav,VoIP-landline to mobile,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01168_chp_0044_reader_02364_8_seg_live_skype_67.wav,Skype,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01186_chp_0001_reader_08337_10_seg_live_phone_68.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01186_chp_0001_reader_08337_10_seg_live_skype_68.wav,Skype,2.75,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01187_chp_0019_reader_01929_24_seg_live_phone_69.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01187_chp_0019_reader_01929_24_seg_live_skype_69.wav,Skype,2.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01208_chp_0051_reader_05653_22_seg_live_phone_70.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01208_chp_0051_reader_05653_22_seg_live_skype_70.wav,Skype,2.75,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01220_chp_0003_reader_09382_58_seg_live_phone_71.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01220_chp_0003_reader_09382_58_seg_live_skype_71.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01222_chp_0015_reader_01154_10_seg_live_phone_72.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01222_chp_0015_reader_01154_10_seg_live_skype_72.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01254_chp_0004_reader_06178_27_seg_live_phone_75.wav,VoIP-landline to mobile,2.625,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01254_chp_0004_reader_06178_27_seg_live_skype_75.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01254_chp_0004_reader_06178_58_seg_live_phone_76.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01254_chp_0004_reader_06178_58_seg_live_skype_76.wav,Skype,2.25,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01267_chp_0001_reader_07886_17_seg_live_phone_77.wav,VoIP-landline to mobile,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01267_chp_0001_reader_07886_17_seg_live_skype_77.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01267_chp_0001_reader_07886_7_seg_live_phone_78.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01267_chp_0001_reader_07886_7_seg_live_skype_78.wav,Skype,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01267_chp_0007_reader_03759_41_seg_live_phone_79.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01267_chp_0007_reader_03759_41_seg_live_skype_79.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01267_chp_0007_reader_03759_8_seg_live_phone_80.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01267_chp_0007_reader_03759_8_seg_live_skype_80.wav,Skype,2.75,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01281_chp_0023_reader_09685_14_seg_live_phone_81.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01281_chp_0023_reader_09685_14_seg_live_skype_81.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01283_chp_0081_reader_06501_58_seg_live_phone_82.wav,VoIP-landline to mobile,3.25,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01283_chp_0081_reader_06501_58_seg_live_skype_82.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01371_chp_0018_reader_05730_1_seg_live_phone_83.wav,VoIP-landline to mobile,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01371_chp_0018_reader_05730_1_seg_live_skype_83.wav,Skype,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01415_chp_0018_reader_07776_27_seg_live_phone_84.wav,VoIP-landline to mobile,1.875,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01415_chp_0018_reader_07776_27_seg_live_skype_84.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01436_chp_0016_reader_04278_46_seg_live_phone_85.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01436_chp_0016_reader_04278_46_seg_live_skype_85.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01476_chp_0008_reader_06957_5_seg_live_phone_86.wav,VoIP-landline to mobile,2.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01476_chp_0008_reader_06957_5_seg_live_skype_86.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01501_chp_0017_reader_06781_11_seg_live_phone_87.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01501_chp_0017_reader_06781_11_seg_live_skype_87.wav,Skype,2.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01552_chp_0024_reader_07867_5_seg_live_phone_88.wav,VoIP-landline to mobile,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01552_chp_0024_reader_07867_5_seg_live_skype_88.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01651_chp_0044_reader_06800_4_seg_live_phone_89.wav,VoIP-landline to mobile,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01651_chp_0044_reader_06800_4_seg_live_skype_89.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01685_chp_0014_reader_06833_2_seg_live_phone_91.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01685_chp_0014_reader_06833_2_seg_live_skype_91.wav,Skype,2.75,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01766_chp_0008_reader_05307_29_seg_live_phone_93.wav,VoIP-landline to mobile,3.1666666666666696,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01766_chp_0008_reader_05307_29_seg_live_skype_93.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01799_chp_0001_reader_01179_1_seg_live_phone_95.wav,VoIP-landline to mobile,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01799_chp_0001_reader_01179_1_seg_live_skype_95.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01799_chp_0012_reader_00349_12_seg_live_phone_96.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01799_chp_0012_reader_00349_12_seg_live_skype_96.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01806_chp_0013_reader_11223_53_seg_live_phone_97.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01806_chp_0013_reader_11223_53_seg_live_skype_97.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01843_chp_0015_reader_02860_0_seg_live_phone_98.wav,VoIP-landline to mobile,2.125,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01843_chp_0015_reader_02860_0_seg_live_skype_98.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01857_chp_0006_reader_00415_45_seg_live_phone_99.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01857_chp_0006_reader_00415_45_seg_live_skype_99.wav,Skype,2.3,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01921_chp_0008_reader_11927_4_seg_live_phone_100.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01921_chp_0008_reader_11927_4_seg_live_skype_100.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01941_chp_0011_reader_03638_8_seg_live_phone_101.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01941_chp_0011_reader_03638_8_seg_live_skype_101.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01951_chp_0014_reader_01623_10_seg_live_phone_102.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01951_chp_0014_reader_01623_10_seg_live_skype_102.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01957_chp_0002_reader_06448_1_seg_live_phone_103.wav,VoIP-landline to mobile,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01957_chp_0002_reader_06448_1_seg_live_skype_103.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01990_chp_0070_reader_08647_4_seg_live_phone_104.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_01990_chp_0070_reader_08647_4_seg_live_skype_104.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02038_chp_0009_reader_00056_3_seg_live_phone_105.wav,VoIP-landline to mobile,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02038_chp_0009_reader_00056_3_seg_live_skype_105.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02132_chp_0076_reader_02419_53_seg_live_phone_110.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02132_chp_0076_reader_02419_53_seg_live_skype_110.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02173_chp_0037_reader_11352_35_seg_live_phone_111.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02173_chp_0037_reader_11352_35_seg_live_skype_111.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02210_chp_0006_reader_07484_20_seg_live_phone_112.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02210_chp_0006_reader_07484_20_seg_live_skype_112.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02221_chp_0006_reader_05093_49_seg_live_phone_113.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02221_chp_0006_reader_05093_49_seg_live_skype_113.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02229_chp_0006_reader_08214_17_seg_live_phone_115.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02229_chp_0006_reader_08214_17_seg_live_skype_115.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02252_chp_0003_reader_05928_16_seg_live_phone_116.wav,VoIP-landline to mobile,2.125,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02252_chp_0003_reader_05928_16_seg_live_skype_116.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02285_chp_0002_reader_08871_11_seg_live_phone_118.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02285_chp_0002_reader_08871_11_seg_live_skype_118.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02285_chp_0003_reader_03316_2_seg_live_phone_119.wav,VoIP-landline to mobile,2.375,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02285_chp_0003_reader_03316_2_seg_live_skype_119.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02285_chp_0004_reader_01108_24_seg_live_phone_120.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02285_chp_0004_reader_01108_24_seg_live_skype_120.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02323_chp_0001_reader_01091_10_seg_live_phone_121.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02323_chp_0001_reader_01091_10_seg_live_skype_121.wav,Skype,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02329_chp_0039_reader_07883_1_seg_live_phone_122.wav,VoIP-landline to mobile,1.6666666666666698,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02329_chp_0039_reader_07883_1_seg_live_skype_122.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02337_chp_0028_reader_11393_1_seg_live_phone_123.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02337_chp_0028_reader_11393_1_seg_live_skype_123.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02396_chp_0011_reader_11299_60_seg_live_phone_124.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02396_chp_0011_reader_11299_60_seg_live_skype_124.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02406_chp_0001_reader_03507_9_seg_live_phone_126.wav,VoIP-landline to mobile,2.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02406_chp_0001_reader_03507_9_seg_live_skype_126.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02417_chp_0026_reader_02878_18_seg_live_phone_127.wav,VoIP-landline to mobile,2.75,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02417_chp_0026_reader_02878_18_seg_live_skype_127.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02442_chp_0022_reader_02954_14_seg_live_phone_129.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02442_chp_0022_reader_02954_14_seg_live_skype_129.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02489_chp_0005_reader_02673_62_seg_live_phone_132.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02489_chp_0005_reader_02673_62_seg_live_skype_132.wav,Skype,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02509_chp_0002_reader_03315_50_seg_live_phone_133.wav,VoIP-landline to mobile,3.25,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02509_chp_0002_reader_03315_50_seg_live_skype_133.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02509_chp_0004_reader_00869_10_seg_live_phone_134.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02509_chp_0004_reader_00869_10_seg_live_skype_134.wav,Skype,2.25,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02558_chp_0020_reader_02639_25_seg_live_phone_135.wav,VoIP-landline to mobile,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02558_chp_0020_reader_02639_25_seg_live_skype_135.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02559_chp_0016_reader_07567_16_seg_live_phone_136.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02559_chp_0016_reader_07567_16_seg_live_skype_136.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02564_chp_0003_reader_03473_16_seg_live_phone_137.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02564_chp_0003_reader_03473_16_seg_live_skype_137.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02578_chp_0013_reader_11713_5_seg_live_phone_138.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02578_chp_0013_reader_11713_5_seg_live_skype_138.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02588_chp_0004_reader_02990_8_seg_live_phone_139.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02588_chp_0004_reader_02990_8_seg_live_skype_139.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02592_chp_0004_reader_03417_0_seg_live_phone_140.wav,VoIP-landline to mobile,2.625,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02592_chp_0004_reader_03417_0_seg_live_skype_140.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02598_chp_0009_reader_02276_10_seg_live_phone_141.wav,VoIP-landline to mobile,2.125,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02598_chp_0009_reader_02276_10_seg_live_skype_141.wav,Skype,2.875,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02609_chp_0001_reader_04890_16_seg_live_phone_142.wav,VoIP-landline to mobile,2.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02609_chp_0001_reader_04890_16_seg_live_skype_142.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02626_chp_0011_reader_02655_17_seg_live_phone_144.wav,VoIP-landline to mobile,1.77777777777778,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02626_chp_0011_reader_02655_17_seg_live_skype_144.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02635_chp_0024_reader_11421_21_seg_live_phone_145.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02635_chp_0024_reader_11421_21_seg_live_skype_145.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02652_chp_0011_reader_06032_3_seg_live_phone_146.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02652_chp_0011_reader_06032_3_seg_live_skype_146.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02657_chp_0001_reader_06038_23_seg_live_phone_147.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
