filepath,condition,mos,dataset,split
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01164_scm_07508_00278046714_seg.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01165_2_1166_2_7_001-ch6-speaker_seg107.wav,simulated,1.875,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01166_book_10861_chp_0010_reader_05811_10_seg.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01167_2_117_2_7_001-ch6-speaker_seg19.wav,simulated,2.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01168_2_6_2_7_001-ch6-speaker_seg48.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01169_book_09255_chp_0073_reader_06643_4_seg.wav,simulated,2.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01170_book_08630_chp_0011_reader_01839_1_seg.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01171_book_07906_chp_0012_reader_10616_24_seg.wav,simulated,2.625,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01172_book_02324_chp_0015_reader_10658_25_seg.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01173_som_09697_01557998471_seg.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01174_1_965_2_7_001-ch6-speaker_seg20.wav,simulated,1.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01175_3_451_2_7_001-ch6-speaker_seg105.wav,simulated,1.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01176_book_05322_chp_0018_reader_04267_12_seg.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01177_mim_02484_01340546167_seg.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01178_nof_03397_00596556615_seg.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01179_wef_02484_02023123907_seg.wav,simulated,3.125,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01180_3_627_2_7_001-ch6-speaker_seg119.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01181_1_1314_2_7_001-ch6-speaker_seg78.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01182_book_04474_chp_0009_reader_06618_5_seg.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01183_som_03502_00132388541_seg.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01184_4_1353_2_7_001-ch6-speaker_seg20.wav,simulated,1.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01185_book_00334_chp_0004_reader_01098_3_seg.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01186_book_04246_chp_0011_reader_05952_24_seg.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01187_1_1245_2_7_001-ch6-speaker_seg53.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01188_4_804_2_7_001-ch6-speaker_seg66.wav,simulated,4.5,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01189_sof_03034_00082426958_seg.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01190_tsp_2_MB_28.wav,simulated,3.25,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01191_tsp_2_ML_25.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01192_2_772_2_7_001-ch6-speaker_seg169.wav,simulated,1.75,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01193_book_08293_chp_0004_reader_11376_5_seg.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01194_book_06136_chp_0006_reader_02500_60_seg.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01195_som_03349_01168735509_seg.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01196_2_793_2_7_001-ch6-speaker_seg29.wav,simulated,1.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01197_book_07715_chp_0002_reader_08928_2_seg.wav,simulated,1.5,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01198_2_462_2_7_001-ch6-speaker_seg58.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01199_sof_09697_00525607907_seg.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01200_tsp_2_FD_01.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01201_4_560_2_7_001-ch6-speaker_seg86.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01202_book_03812_chp_0024_reader_06217_24_seg.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01203_book_08032_chp_0008_reader_03062_2_seg.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01204_2_708_2_7_001-ch6-speaker_seg41.wav,simulated,2.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01205_book_09312_chp_0021_reader_01492_5_seg.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01206_2_447_2_7_001-ch6-speaker_seg3.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01207_book_05199_chp_0011_reader_01368_26_seg.wav,simulated,1.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01208_2_434_2_7_001-ch6-speaker_seg50.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01209_4_974_2_7_001-ch6-speaker_seg26.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01210_1_1250_2_7_001-ch6-speaker_seg112.wav,simulated,2.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01211_som_08886_00188494169_seg.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01212_1_742_2_7_001-ch6-speaker_seg17.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01213_3_845_2_7_001-ch6-speaker_seg60.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01214_1_574_2_7_001-ch6-speaker_seg68.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01215_1_98_2_7_001-ch6-speaker_seg89.wav,simulated,2.625,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01216_sof_04415_00197471790_seg.wav,simulated,2.3333333333333304,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01217_tsp_2_FF_15.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01218_4_804_2_7_001-ch6-speaker_seg64.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01219_2_801_2_7_001-ch6-speaker_seg61.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01220_3_795_2_7_001-ch6-speaker_seg13.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01221_1_607_2_7_001-ch6-speaker_seg10.wav,simulated,1.875,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01222_book_08665_chp_0001_reader_02846_24_seg.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01223_sof_00610_00846639393_seg.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01224_4_288_2_7_001-ch6-speaker_seg1.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01225_book_08115_chp_0041_reader_01352_42_seg.wav,simulated,3.71428571428571,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01226_book_09001_chp_0020_reader_01716_1_seg.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01227_sof_02484_02095970322_seg.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01228_book_08676_chp_0002_reader_09906_6_seg.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01229_2_959_2_7_001-ch6-speaker_seg40.wav,simulated,2.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01230_book_03642_chp_0016_reader_10786_1_seg.wav,simulated,1.625,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01231_book_09780_chp_0001_reader_00379_1_seg.wav,simulated,1.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01232_1_1193_2_7_001-ch6-speaker_seg11.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01233_som_09334_00877119748_seg.wav,simulated,1.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01234_1_1220_2_7_001-ch6-speaker_seg71.wav,simulated,2.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01235_1_595_2_7_001-ch6-speaker_seg91.wav,simulated,3.75,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01236_2_393_2_7_001-ch6-speaker_seg77.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01237_book_01769_chp_0001_reader_01524_24_seg.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01238_tsp_2_FL_16.wav,simulated,4.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01239_book_08035_chp_0017_reader_06890_1_seg.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01240_4_1363_2_7_001-ch6-speaker_seg64.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01241_book_01654_chp_0016_reader_09851_2_seg.wav,simulated,2.25,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01242_book_02939_chp_0000_reader_08101_32_seg.wav,simulated,2.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01243_1_391_2_7_001-ch6-speaker_seg30.wav,simulated,1.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01244_book_03178_chp_0017_reader_05655_3_seg.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01245_book_08032_chp_0008_reader_03062_14_seg.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01246_4_1101_2_7_001-ch6-speaker_seg57.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01247_4_593_2_7_001-ch6-speaker_seg96.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01248_4_757_2_7_001-ch6-speaker_seg37.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01249_tsp_2_FD_14.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01250_book_01142_chp_0011_reader_08879_1_seg.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01251_scm_02484_00922100568_seg.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01252_wem_05223_00738560773_seg.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01253_2_502_2_7_001-ch6-speaker_seg53.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01254_2_779_2_7_001-ch6-speaker_seg64.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01255_1_1195_2_7_001-ch6-speaker_seg60.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01256_4_591_2_7_001-ch6-speaker_seg7.wav,simulated,1.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01257_book_09653_chp_0007_reader_11917_40_seg.wav,simulated,4.11111111111111,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01258_1_497_2_7_001-ch6-speaker_seg68.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01259_2_264_2_7_001-ch6-speaker_seg40.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01260_book_01527_chp_0012_reader_03186_1_seg.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01261_som_04766_01152460792_seg.wav,simulated,2.625,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01262_3_109_2_7_001-ch6-speaker_seg12.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01263_book_08241_chp_0026_reader_01039_21_seg.wav,simulated,2.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01264_2_487_2_7_001-ch6-speaker_seg87.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01265_4_1101_2_7_001-ch6-speaker_seg35.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01266_4_161_2_7_001-ch6-speaker_seg23.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01267_3_423_2_7_001-ch6-speaker_seg134.wav,simulated,2.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01268_book_08361_chp_0024_reader_00319_0_seg.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01269_2_1_2_7_001-ch6-speaker_seg78.wav,simulated,2.25,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01270_book_08158_chp_0006_reader_04369_26_seg.wav,simulated,1.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01271_wem_06136_00951894369_seg.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01272_book_03063_chp_0018_reader_07471_8_seg.wav,simulated,3.25,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01273_1_646_2_7_001-ch6-speaker_seg45.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01274_1_996_2_7_001-ch6-speaker_seg118.wav,simulated,2.1111111111111103,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01275_book_07459_chp_0019_reader_08953_21_seg.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01276_2_1306_2_7_001-ch6-speaker_seg45.wav,simulated,2.5,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01277_2_393_2_7_001-ch6-speaker_seg98.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01278_3_868_2_7_001-ch6-speaker_seg21.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01279_tsp_2_FH_30.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01280_2_462_2_7_001-ch6-speaker_seg65.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01281_book_06909_chp_0010_reader_01355_19_seg.wav,simulated,2.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01282_4_771_2_7_001-ch6-speaker_seg86.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01283_book_11301_chp_0021_reader_06677_27_seg.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01284_book_02236_chp_0014_reader_02068_3_seg.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01285_book_05158_chp_0015_reader_11071_15_seg.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01286_1_196_2_7_001-ch6-speaker_seg83.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01287_book_09628_chp_0019_reader_10485_1_seg.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01288_3_726_2_7_001-ch6-speaker_seg63.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01289_1_880_2_7_001-ch6-speaker_seg30.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01290_som_08886_01313918672_seg.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01291_som_07060_01610929699_seg.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01292_nom_05223_00143585270_seg.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01293_3_378_2_7_001-ch6-speaker_seg34.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01294_book_05255_chp_0008_reader_00003_8_seg.wav,simulated,4.75,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01295_book_00134_chp_0009_reader_08281_4_seg.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01296_1_1_2_7_001-ch6-speaker_seg53.wav,simulated,2.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01297_4_1257_2_7_001-ch6-speaker_seg100.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01298_book_01187_chp_0019_reader_01929_2_seg.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01299_sof_00295_00072481666_seg.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01300_3_550_2_7_001-ch6-speaker_seg130.wav,simulated,1.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01301_4_121_2_7_001-ch6-speaker_seg84.wav,simulated,2.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01302_nof_02484_00652588998_seg.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01303_3_775_2_7_001-ch6-speaker_seg1.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01304_1_665_2_7_001-ch6-speaker_seg61.wav,simulated,2.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01305_wef_09334_02032343252_seg.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01306_book_09479_chp_0011_reader_00175_50_seg.wav,simulated,1.44444444444444,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01307_book_04283_chp_0028_reader_09698_3_seg.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01308_tsp_2_FL_01.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01309_1_1297_2_7_001-ch6-speaker_seg62.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01310_book_06144_chp_0028_reader_09094_39_seg.wav,simulated,2.25,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01311_2_1127_2_7_001-ch6-speaker_seg58.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01312_1_1021_2_7_001-ch6-speaker_seg68.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01313_book_06009_chp_0021_reader_06227_18_seg.wav,simulated,2.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01314_sof_07973_01841904770_seg.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01315_4_1363_2_7_001-ch6-speaker_seg21.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01316_book_08158_chp_0010_reader_04257_22_seg.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01317_2_483_2_7_001-ch6-speaker_seg74.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01318_3_258_2_7_001-ch6-speaker_seg38.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01319_3_238_2_7_001-ch6-speaker_seg51.wav,simulated,2.75,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01320_book_00398_chp_0022_reader_09747_36_seg.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01321_3_621_2_7_001-ch6-speaker_seg77.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01322_book_08413_chp_0017_reader_04768_0_seg.wav,simulated,4.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01323_3_404_2_7_001-ch6-speaker_seg69.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01324_book_00702_chp_0022_reader_09751_18_seg.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01325_tsp_2_MH_26.wav,simulated,4.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01326_2_123_2_7_001-ch6-speaker_seg27.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01327_3_81_2_7_001B-ch6-speaker_seg23.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01328_book_01097_chp_0022_reader_10826_4_seg.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01329_book_00166_chp_0022_reader_09309_2_seg.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01330_3_25_2_7_001-ch6-speaker_seg42.wav,simulated,1.75,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01331_sof_01523_01481388110_seg.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01332_1_401_2_7_001-ch6-speaker_seg114.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01333_book_03629_chp_0010_reader_02691_21_seg.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c01334_2_1132_2_7_001-ch6-speaker_seg53.wav,simulated,3.2,nisqa_train_sim,train
