filepath,sample_id,system_id,mos,dataset,ref_dnsmos_ovrl,ref_nisqa_mos,ref_utmos
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000029.flac,urgent25_blind_test_fileid_000029,urgent25_blind_test_submission_740,2.875,urgent2025_sqa_scaled,3.0923523902893066,2.7852299213409424,1.3887622356414795
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000178.flac,urgent25_blind_test_fileid_000178,urgent25_blind_test_submission_740,1.25,urgent2025_sqa_scaled,2.86318302154541,1.8436490297317505,1.2343614101409912
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000238.flac,urgent25_blind_test_fileid_000238,urgent25_blind_test_submission_740,3.75,urgent2025_sqa_scaled,2.6574320793151855,1.9511964321136475,1.285730004310608
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000239.flac,urgent25_blind_test_fileid_000239,urgent25_blind_test_submission_740,3.875,urgent2025_sqa_scaled,3.279552459716797,4.171468734741211,2.8855350017547607
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000270.flac,urgent25_blind_test_fileid_000270,urgent25_blind_test_submission_740,2.0,urgent2025_sqa_scaled,2.9888482093811035,2.74149227142334,1.3375813961029053
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000345.flac,urgent25_blind_test_fileid_000345,urgent25_blind_test_submission_740,1.875,urgent2025_sqa_scaled,2.4765377044677734,2.113929033279419,1.3866432905197144
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000373.flac,urgent25_blind_test_fileid_000373,urgent25_blind_test_submission_740,2.625,urgent2025_sqa_scaled,2.9063940048217773,1.86542546749115,1.3188745975494385
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000531.flac,urgent25_blind_test_fileid_000531,urgent25_blind_test_submission_740,2.0,urgent2025_sqa_scaled,2.93241548538208,3.637676477432251,1.2693614959716797
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000618.flac,urgent25_blind_test_fileid_000618,urgent25_blind_test_submission_740,3.125,urgent2025_sqa_scaled,3.1282076835632324,1.795148491859436,1.6657119989395142
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000668.flac,urgent25_blind_test_fileid_000668,urgent25_blind_test_submission_740,3.375,urgent2025_sqa_scaled,2.8943841457366943,3.8363993167877197,3.0890536308288574
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000748.flac,urgent25_blind_test_fileid_000748,urgent25_blind_test_submission_740,4.0,urgent2025_sqa_scaled,3.1242098808288574,3.036025047302246,2.5050082206726074
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000762.flac,urgent25_blind_test_fileid_000762,urgent25_blind_test_submission_740,2.875,urgent2025_sqa_scaled,2.6856698989868164,2.142864942550659,1.6194219589233398
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000772.flac,urgent25_blind_test_fileid_000772,urgent25_blind_test_submission_740,3.625,urgent2025_sqa_scaled,2.983590602874756,2.9339582920074463,1.8016984462738037
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000884.flac,urgent25_blind_test_fileid_000884,urgent25_blind_test_submission_740,2.25,urgent2025_sqa_scaled,2.6190004348754883,3.477376699447632,1.974624752998352
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000029.flac,urgent25_blind_test_fileid_000029,urgent25_blind_test_submission_747,2.875,urgent2025_sqa_scaled,2.693364381790161,1.5598894357681274,1.3346738815307617
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000178.flac,urgent25_blind_test_fileid_000178,urgent25_blind_test_submission_747,1.625,urgent2025_sqa_scaled,2.2064287662506104,1.0688787698745728,1.2411340475082397
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000238.flac,urgent25_blind_test_fileid_000238,urgent25_blind_test_submission_747,2.75,urgent2025_sqa_scaled,2.149137496948242,1.7382851839065552,1.2825556993484497
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000239.flac,urgent25_blind_test_fileid_000239,urgent25_blind_test_submission_747,4.0,urgent2025_sqa_scaled,3.1280312538146973,2.8480093479156494,2.582594394683838
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000270.flac,urgent25_blind_test_fileid_000270,urgent25_blind_test_submission_747,2.125,urgent2025_sqa_scaled,2.483102321624756,2.1343722343444824,1.2859935760498047
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000345.flac,urgent25_blind_test_fileid_000345,urgent25_blind_test_submission_747,1.75,urgent2025_sqa_scaled,1.8815526962280273,1.2491707801818848,1.2414758205413818
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000373.flac,urgent25_blind_test_fileid_000373,urgent25_blind_test_submission_747,2.5,urgent2025_sqa_scaled,2.91059947013855,1.6749286651611328,1.308561086654663
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000531.flac,urgent25_blind_test_fileid_000531,urgent25_blind_test_submission_747,1.625,urgent2025_sqa_scaled,2.6595964431762695,1.4883114099502563,1.2524733543395996
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000618.flac,urgent25_blind_test_fileid_000618,urgent25_blind_test_submission_747,2.625,urgent2025_sqa_scaled,2.6617283821105957,1.3228870630264282,1.4373925924301147
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000668.flac,urgent25_blind_test_fileid_000668,urgent25_blind_test_submission_747,2.75,urgent2025_sqa_scaled,2.702557325363159,3.311675786972046,3.1372125148773193
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000748.flac,urgent25_blind_test_fileid_000748,urgent25_blind_test_submission_747,3.625,urgent2025_sqa_scaled,3.0970301628112793,2.3657009601593018,2.644413471221924
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000762.flac,urgent25_blind_test_fileid_000762,urgent25_blind_test_submission_747,1.75,urgent2025_sqa_scaled,2.206193447113037,1.202454924583435,1.3043709993362427
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000772.flac,urgent25_blind_test_fileid_000772,urgent25_blind_test_submission_747,3.25,urgent2025_sqa_scaled,2.903656005859375,2.189772605895996,1.7010940313339233
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000884.flac,urgent25_blind_test_fileid_000884,urgent25_blind_test_submission_747,2.0,urgent2025_sqa_scaled,2.946716070175171,2.179865598678589,1.9290978908538818
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000029.flac,urgent25_blind_test_fileid_000029,urgent25_blind_test_submission_753,3.75,urgent2025_sqa_scaled,2.7446277141571045,1.6636241674423218,1.3831431865692139
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000178.flac,urgent25_blind_test_fileid_000178,urgent25_blind_test_submission_753,1.375,urgent2025_sqa_scaled,2.643191337585449,1.1292701959609985,1.2282670736312866
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000238.flac,urgent25_blind_test_fileid_000238,urgent25_blind_test_submission_753,2.625,urgent2025_sqa_scaled,2.578861951828003,1.5792714357376099,1.2874491214752197
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000239.flac,urgent25_blind_test_fileid_000239,urgent25_blind_test_submission_753,3.25,urgent2025_sqa_scaled,3.053331136703491,4.077191352844238,2.7404212951660156
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000270.flac,urgent25_blind_test_fileid_000270,urgent25_blind_test_submission_753,2.125,urgent2025_sqa_scaled,2.6742100715637207,2.318471908569336,1.3123470544815063
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000345.flac,urgent25_blind_test_fileid_000345,urgent25_blind_test_submission_753,1.625,urgent2025_sqa_scaled,1.9378700256347656,1.4585165977478027,1.2698638439178467
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000373.flac,urgent25_blind_test_fileid_000373,urgent25_blind_test_submission_753,3.625,urgent2025_sqa_scaled,3.1886799335479736,1.7512167692184448,1.382704257965088
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000531.flac,urgent25_blind_test_fileid_000531,urgent25_blind_test_submission_753,2.375,urgent2025_sqa_scaled,2.556313991546631,2.8219683170318604,1.2600775957107544
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000618.flac,urgent25_blind_test_fileid_000618,urgent25_blind_test_submission_753,3.0,urgent2025_sqa_scaled,2.928938388824463,1.5565648078918457,1.690820336341858
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000668.flac,urgent25_blind_test_fileid_000668,urgent25_blind_test_submission_753,3.75,urgent2025_sqa_scaled,2.9965014457702637,3.8249213695526123,3.312635898590088
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000748.flac,urgent25_blind_test_fileid_000748,urgent25_blind_test_submission_753,3.875,urgent2025_sqa_scaled,3.1429100036621094,4.2404937744140625,2.563180685043335
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000762.flac,urgent25_blind_test_fileid_000762,urgent25_blind_test_submission_753,1.875,urgent2025_sqa_scaled,2.1558799743652344,1.2777042388916016,1.3973402976989746
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000772.flac,urgent25_blind_test_fileid_000772,urgent25_blind_test_submission_753,3.25,urgent2025_sqa_scaled,3.092398166656494,2.8841781616210938,1.7755204439163208
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000884.flac,urgent25_blind_test_fileid_000884,urgent25_blind_test_submission_753,2.0,urgent2025_sqa_scaled,2.7063963413238525,1.7698001861572266,2.2165634632110596
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000029.flac,urgent25_blind_test_fileid_000029,urgent25_blind_test_submission_757,3.375,urgent2025_sqa_scaled,2.610896110534668,2.108548879623413,1.417790174484253
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000178.flac,urgent25_blind_test_fileid_000178,urgent25_blind_test_submission_757,2.25,urgent2025_sqa_scaled,1.7686433792114258,1.0400261878967285,1.3511320352554321
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000238.flac,urgent25_blind_test_fileid_000238,urgent25_blind_test_submission_757,2.375,urgent2025_sqa_scaled,2.8021464347839355,1.6185270547866821,1.2896249294281006
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000239.flac,urgent25_blind_test_fileid_000239,urgent25_blind_test_submission_757,3.625,urgent2025_sqa_scaled,3.290740489959717,4.157360553741455,2.8521604537963867
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000270.flac,urgent25_blind_test_fileid_000270,urgent25_blind_test_submission_757,1.625,urgent2025_sqa_scaled,2.46746826171875,2.393132448196411,1.3510507345199585
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000345.flac,urgent25_blind_test_fileid_000345,urgent25_blind_test_submission_757,1.5,urgent2025_sqa_scaled,1.7442905902862549,1.1892389059066772,1.3771073818206787
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000373.flac,urgent25_blind_test_fileid_000373,urgent25_blind_test_submission_757,2.625,urgent2025_sqa_scaled,3.102463960647583,1.8185150623321533,1.359434962272644
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000531.flac,urgent25_blind_test_fileid_000531,urgent25_blind_test_submission_757,1.375,urgent2025_sqa_scaled,2.6477601528167725,1.7469905614852905,1.251503348350525
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000618.flac,urgent25_blind_test_fileid_000618,urgent25_blind_test_submission_757,2.375,urgent2025_sqa_scaled,2.4413723945617676,1.272116780281067,1.4994215965270996
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000668.flac,urgent25_blind_test_fileid_000668,urgent25_blind_test_submission_757,3.25,urgent2025_sqa_scaled,2.7858595848083496,2.8149056434631348,3.129049777984619
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000748.flac,urgent25_blind_test_fileid_000748,urgent25_blind_test_submission_757,4.125,urgent2025_sqa_scaled,3.091967821121216,2.746365785598755,2.5945441722869873
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000762.flac,urgent25_blind_test_fileid_000762,urgent25_blind_test_submission_757,1.125,urgent2025_sqa_scaled,2.034749746322632,0.9462153315544128,1.332112193107605
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000772.flac,urgent25_blind_test_fileid_000772,urgent25_blind_test_submission_757,2.875,urgent2025_sqa_scaled,3.0747509002685547,2.670398473739624,1.720899224281311
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000884.flac,urgent25_blind_test_fileid_000884,urgent25_blind_test_submission_757,1.5,urgent2025_sqa_scaled,2.46882963180542,1.423733115196228,1.9273459911346436
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000029.flac,urgent25_blind_test_fileid_000029,urgent25_blind_test_submission_760,2.625,urgent2025_sqa_scaled,3.064574718475342,2.4776713848114014,1.4260027408599854
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000178.flac,urgent25_blind_test_fileid_000178,urgent25_blind_test_submission_760,1.125,urgent2025_sqa_scaled,1.9169219732284546,0.972753643989563,1.2384823560714722
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000238.flac,urgent25_blind_test_fileid_000238,urgent25_blind_test_submission_760,2.875,urgent2025_sqa_scaled,2.5803780555725098,1.8859999179840088,1.2753260135650635
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000239.flac,urgent25_blind_test_fileid_000239,urgent25_blind_test_submission_760,3.625,urgent2025_sqa_scaled,3.2709743976593018,4.471052169799805,2.958132028579712
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000270.flac,urgent25_blind_test_fileid_000270,urgent25_blind_test_submission_760,1.875,urgent2025_sqa_scaled,2.755068302154541,2.3780767917633057,1.301092505455017
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000345.flac,urgent25_blind_test_fileid_000345,urgent25_blind_test_submission_760,1.625,urgent2025_sqa_scaled,2.632608652114868,1.4959460496902466,1.2695789337158203
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000373.flac,urgent25_blind_test_fileid_000373,urgent25_blind_test_submission_760,2.875,urgent2025_sqa_scaled,3.1946260929107666,2.2593305110931396,1.3544046878814697
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000531.flac,urgent25_blind_test_fileid_000531,urgent25_blind_test_submission_760,1.625,urgent2025_sqa_scaled,2.893213987350464,2.003528118133545,1.2537841796875
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000618.flac,urgent25_blind_test_fileid_000618,urgent25_blind_test_submission_760,2.125,urgent2025_sqa_scaled,2.8661746978759766,1.6812416315078735,1.8129589557647705
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000668.flac,urgent25_blind_test_fileid_000668,urgent25_blind_test_submission_760,2.875,urgent2025_sqa_scaled,2.695044994354248,2.9422333240509033,3.078922748565674
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000748.flac,urgent25_blind_test_fileid_000748,urgent25_blind_test_submission_760,3.875,urgent2025_sqa_scaled,3.0270495414733887,2.6503682136535645,2.6318166255950928
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000762.flac,urgent25_blind_test_fileid_000762,urgent25_blind_test_submission_760,2.75,urgent2025_sqa_scaled,2.8116445541381836,2.048074245452881,1.4038017988204956
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000772.flac,urgent25_blind_test_fileid_000772,urgent25_blind_test_submission_760,2.375,urgent2025_sqa_scaled,2.8622283935546875,2.1652653217315674,1.5763908624649048
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000884.flac,urgent25_blind_test_fileid_000884,urgent25_blind_test_submission_760,2.5,urgent2025_sqa_scaled,2.504443407058716,2.966031312942505,2.095095634460449
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000029.flac,urgent25_blind_test_fileid_000029,urgent25_blind_test_submission_761,3.0,urgent2025_sqa_scaled,3.0404069423675537,2.305924892425537,1.433321475982666
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000178.flac,urgent25_blind_test_fileid_000178,urgent25_blind_test_submission_761,1.5,urgent2025_sqa_scaled,2.36201810836792,1.666616678237915,1.2774972915649414
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000238.flac,urgent25_blind_test_fileid_000238,urgent25_blind_test_submission_761,2.625,urgent2025_sqa_scaled,2.3952949047088623,1.6277438402175903,1.2864545583724976
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000239.flac,urgent25_blind_test_fileid_000239,urgent25_blind_test_submission_761,4.125,urgent2025_sqa_scaled,3.1217844486236572,3.989824056625366,2.8714041709899902
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000270.flac,urgent25_blind_test_fileid_000270,urgent25_blind_test_submission_761,2.375,urgent2025_sqa_scaled,2.077322483062744,1.509774088859558,1.2680789232254028
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000345.flac,urgent25_blind_test_fileid_000345,urgent25_blind_test_submission_761,1.75,urgent2025_sqa_scaled,2.4248955249786377,2.5743744373321533,1.3176385164260864
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000373.flac,urgent25_blind_test_fileid_000373,urgent25_blind_test_submission_761,2.875,urgent2025_sqa_scaled,3.116285562515259,2.4632389545440674,1.3482264280319214
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000531.flac,urgent25_blind_test_fileid_000531,urgent25_blind_test_submission_761,2.0,urgent2025_sqa_scaled,2.916273355484009,3.1841909885406494,1.3026117086410522
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000618.flac,urgent25_blind_test_fileid_000618,urgent25_blind_test_submission_761,3.0,urgent2025_sqa_scaled,2.995131015777588,1.7337185144424438,1.699815273284912
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000668.flac,urgent25_blind_test_fileid_000668,urgent25_blind_test_submission_761,3.75,urgent2025_sqa_scaled,2.74719500541687,2.919039487838745,3.11598539352417
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000748.flac,urgent25_blind_test_fileid_000748,urgent25_blind_test_submission_761,3.125,urgent2025_sqa_scaled,3.0443880558013916,2.443772315979004,2.642920970916748
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000762.flac,urgent25_blind_test_fileid_000762,urgent25_blind_test_submission_761,2.0,urgent2025_sqa_scaled,2.2065000534057617,1.7038002014160156,1.4074102640151978
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000772.flac,urgent25_blind_test_fileid_000772,urgent25_blind_test_submission_761,2.875,urgent2025_sqa_scaled,2.9951486587524414,2.0364038944244385,1.681890606880188
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000884.flac,urgent25_blind_test_fileid_000884,urgent25_blind_test_submission_761,2.375,urgent2025_sqa_scaled,2.430665969848633,2.050860643386841,2.370231866836548
C:\Users\rffela\OneDrive - GN Store Nord\Documents\Jabra\2026\Development\2027 ICASSP\data\URGENT2025_SQA_scaled\audio\urgent25_blind_test_fileid_000029.flac,urgent25_blind_test_fileid_000029,urgent25_blind_test_submission_763,2.125,urgent2025_sqa_scaled,2.6697285175323486,1.9236078262329102,1.3593190908432007
